text,value
"Yah seperti mall pada umumnya, cuci mata doang kl mo belanja mending diswalayan aja daripada dompetku menjerit-njerit ,paling cari makan doang gak papalah sekali-kali walau masih mantepan warmindoðŸ¤£ðŸ¤£",NEGATIF
Satu tempat untuk semua kebutuhan jiwa..,POSITIF
"Mall paling ter di Jogja. Termegah terluas terlengkap..
Bersihh, mushollanya bersih dan bagus.
Sampai capek keliling mall",POSITIF
"Tempatnya rendang banyak pepohonan ada juga danau kecil bisa naik perahu
Baik untuk pembelajaran anak maupun tempat rilek keluarga",POSITIF
"Yang suka seafood, di Pantai depok paling cucok",POSITIF
Wisata alam bagus sekali. Kalau wisata ke Jogja harus kesini ya!!!,POSITIF
"Ke bonbin pas sepi, serasa milik sendiri ?Ù÷",POSITIF
mau cari makanan seafood banyak macamnya disini dan bahan pun masih segar-segar langsung dari nelayan,POSITIF
"Lama kelamaan menjadi area kapitalis :(, warga sekitar disamaratakan dengan pengunjung lain",NEGATIF
saya pikir ini salah satu tujuan yang bagus untuk semuanya...,POSITIF
"Seafood lengkap di sini..
Mau mentah atau mateng bisa dimasak di warung2 pinggir pantai",POSITIF
"Ini bagus bgt, ada jg tempat buat spot foto dr atas gunung, tebingnya keren, sinyal kurang mendukung tapi ada tempat wifi id, wajib kesini tpi lebih bagus waktu sore buat foto sunset",POSITIF
Kalau barang saya tidak di ganti sampai tgl waktu yang di janjikan dan hanya maaf dan memperbaiki saja . Berarti sistem kerja kalian tidak ada bedanya dengan peliharaan yang tidak bisa berfikir . Miskin etika dan tanggung jawab . Tanpa di sadari perusahaan kalian memakan hak nafkah orang lain untuk menggaji kalian . Dan media media beserta masyarakat akan enggan menggunakan jasa kalian .,NEGATIF
Mau kesana baca ulasan jadi gak jadi lah...,NEGATIF
Pemandangan indah di tebing breksi yang bisa menjadi pilihan refreshing keluarga di hari libur,POSITIF
Tempat yang cocok untuk menghabiskan waktu akhir pekan bersama keluarga. Fasilitas di pantai Depok sangat lengkap. Selain itu terdapat kedai kedai yang menjual aneka hidangan laut dan terdapat juga pasar yang menjual aneka ikan segar.,POSITIF
"Pantai biasa aja, makan ikan enak kiga sih, tapi harga nya juga mahal, kayak di restoran",NEGATIF
Bagus dah tempat nya apa lagi kalo sore Hari Lebih bagus + makan seafood Di pinggir laut menambah ke akehan Liburan nya,POSITIF
"Jogja Bay Waterpark bisa menjadi pilihan tempat wisata di Yogyakarta selain wisata budaya dan alam. Waterpark yang berlokasi di Maguo Citiy, menawarkan beragam keseruan permainan air dengan berbagai wahana menarik.

Waterpark Jogja yang memiliki luas tidak kurang dari 11 Ha dengan 19 wahana air. Didesain khusus dengan tema kampung Bajak Laut yang bernuansa Tropis penuh dengan tanaman hijau dan ornamen ala Bajak Laut. Sangat cocok sebagai tempat rekreasi keluarga saat liburan ke Yogyakarta.

Bay Waterpark ‰ÛÒ Wahana & Atraksi

Seperti tempat wisata sejenis, Jogja Bay tidak ketinggalan dalam penyediaan beragam wahana permainan air. Kekhasan waterpark ini tentu pilihan tema Bajak Laut yang membedakan dari waterpark lainnya. Beberapa wahana yang bisa dimainkan diantaranya :

MEMO RACER : Slider yang memiliki 8 lintasan menawarkan pengalaman seru meluncur berbarengan bersama teman-teman. Meluncur dan berlomba untuk mencapai kolam akhir di ujung lintasan.

BEKTI ADVENTURE : Bekti Adventure diambil dari nama tokoh pemimpin pasukan keraton, slider terbuka setengah lingkaran ini akan membawa pengunjung menikmati berkeliling di waterpark jogja yang satu ini.

SOUTH BEACH : Kolam yang didesain khusus untuk mensimulasikan gelombang. Dengan ukuran kolam yang luas pengunjung bisa merasakan sensasi ombak tsunami yang bisa datang sewaktu-waktu.

Wahana bekti seluncuran air setengah lingkaran dari ketinggian sembari menikmati landsekap waterpark

wahana brando boomerang

HIP PLAyangROUND : Kolam permainan air, yang cocok dimainkan anak-anak. Bermain air dan seru-seruan bersama keluarga di wahana yang satu ini.

DONTE WILD RIVER : Kalau sudah lelah setelah mencoba semua wahana, jangan lupa beristirahat di wahana ini. Biarkan tubuh rileks sejenak mengikuti aliran sungai dengan arus tenang.

Masih banyak wahana lain yang bisa dicoba kampung bajak laut ini, kalau mau tau langsung saja berkunjung ke tempat wisata keluarga ini.",POSITIF
Sea food nya enak2,POSITIF
Tempat yang bagus untuk rekreasi keluarga dan mengenalkan anak-anak dengan keberagaman satwa.,POSITIF
Harga mahal2.....,NEGATIF
Banyak oknum nakal minta bayar parkir 2x,NEGATIF
Bagus banget tebing breksi Bagus pemandangan alami sejuk agak mendung tapi Indah sekali,POSITIF
Aku tandain orang judes ini ?Ù÷Õ,NEGATIF
Buat yg mau nikmati pantai sambil makan seafood tentunya pantai depok masih rajanya,POSITIF
Joss,POSITIF
"Pelayanan tidak memuaskan,pintu masuk dan pintu keluar terlalu jauh,.pokonya kapok..",NEGATIF
"ticket masuk terasa kurang bijak, karena ticket masuk anak kurang dari 5 th. Di samakan dengan orang dewasa.  Oleh penjaga pintu masuk.",NEGATIF
Panas.Mahal. Htm dewasa 40 ribu,NEGATIF
 tidak boleh bawa makanan & minuman dari luar (pengunjung di razia lo) jadi udah brp keuntungan dr pengelola tempat ini?,NEGATIF
"Datang pas sebelum pandemi
Di siang bolong wow cetar banget panasnyaa, beli topi dulu diwarung2 souvenir yang ada di area parkir yang sangat luas ini, berdebu ya soalnya masih tanah, ga tau sekarang kaya gimana, waktu itu masih proses pembangunan area sekitar banyak material bangunan dimana2

Petugas semua helpfull dan mengarahkan dengan ramah, bebas poto sepuasnya, bisa explore bawah dulu, melihat kemegahan tebing breksi, sptnya ada paket tour naik jeep, ga nanya sih cuma lihat aja waktu diparkiran banyak jeep bawa pasukan berseragam (kelompok/rombongan wisatawan)

Diatas banyak spot2 foto buatan
Macam lope2an, bunga2an gitu dah, ga poto disitu tapi jd gada dokumentasinya

Next pengen kesini lagi pas malam hari saat cuaca cerah, katanya keren banget kalo malem, dan pastinya ga kepanasan hehehee",POSITIF
"Bagus, pusat ikan seafood disini. Kalo pantai nya biasa aja, bagusnya dekat dengan kulineran seafood.",POSITIF
"cocok banget yang mau beli oleholeh bermacam jenis ikan. karena ada pasar lelang nya. mau makan semua macam seafood dan segala bumbu sedap.
karcis 10k, parkir 7k",POSITIF
"tiket muahal, wahana biasa saja",NEGATIF
Puas main air nya..sejuk ga terlalu panas,NEGATIF
"Di masa pandemi tetap buka , dengan tetap menjalankan protokol kesehatan yang ketat .
HTM : 50rb bagi Wisatawan Domestik
Anak-anak 3 tahun ke atas : 25rb .
Jangan lupa sedia payung kalo datang siang , panasnya poll ?Ù÷É",POSITIF
Penjaga pintu masuknya rempong,NEGATIF
Blum terkelola dengan baik. Asal jd dan asal murah,NEGATIF
Kuliner Di pantai Depok Sangat lah Relatif murah. Saran Beli Ikan Di Pasar Ikan Terdekat. Minta warung/rumah makan untuk memasak dengan tarif +/- 120ribu rupiah + dapat Nasi sebakul. dengan beberapa menu..,POSITIF
"Banyak kapal nelayan, bisa beli ikan segar langsung pas kapal naik darat.",POSITIF
"Pantai yang luas namun kotor, tidak leluasa menikmati suara debu ombak berisik suara motor trail, jeep dan atv. Tidak aman pantai bercampur dengan motor trail, jeep, atv .",NEGATIF
luas sekali dan bagus.aman ada lokernya..ada kolam ombaknya..pokoke asiiikkk...,POSITIF
"Kalo perginya pas weekdays enak banget, sepi, bisa bebas foto.Masuk tempat wisata sekarang wajib scan barcode peduli lindungi ya. Biaya masuk per orang Rp.10.000,-",POSITIF
parkirnya mahal amat...panen,NEGATIF
"Tiket 10K,,, lumayan pantainya",POSITIF
"Tutup lokasi jam 8 malem, kalo malem bagus banget bisa kelihatan pemandangan dibawahnya terlihat sorot"" lampu. Oiya di sini banyak spot bagus dan di setiap tempat yang bagus memang kudu menyediakan uang sukarela untuk beberapa spot. Untuk tiket masuknya per pengunjung dikenakan tarif sebesar 10 ribu rupiah. Untuk yang mau menikmati sensasi naik jeep per mobilnya dikenakan tarif 260 ribu rupiah, ada juga foto bersama burung hantu disana untuk anak-anak dan dewasa. Udaranya sejuk banget cocok buat melepas penat karena aktivitas sehari-hari",POSITIF
seneng klo weekday ramah dikantong,POSITIF
"Gembira Loka Zoo sudah jauh lebih baik dibandingkan Gembira Loka terdahulu.

Diberlakukan satu pintu masuk, yaitu pintu masuk sebelah barat. Sesuai standard protokol New Normal, dilakukan cek suhu di pergelangan tangan.

Dapat di akses menggunakan Trans Jogja, berhenti di Halte Kusumanegara 3 atau 4 (Sebut saja SGM atau Pertanahan. Tapi kru Trans Jogja lebih familiar dengan SGM).

Tiket masuk Senin-Kamis 60rb (09.00-15.00), Jumat libur (kecuali libur nasional), Sabtu-Minggu-Libur Nasional 75rb (8.30-16.00). Kuota pengunjung dibatasi 2.500. Lebih baik reservasi online H-1, kalaupun belum, usahakan datang pagi hari agar kebagian tiket. Cek reservasi di loket barat, bayar/konfirm tiket reservasi di loket2 timur.

Tiket sudah termasuk tiket kereta Taring dan kapal Katamaran sepuasnya. Kereta Taring ada beberapa halte pemberhentian di beberapa spot menarik.
Anak dengan tinggi badan dibawah 80cm gratis.

Pakai masker WAJIB!

Tersedia handsanitizer dan tempat cuci tangan dimana mana.

Ada sewa kereta bayi, ada sewa payung. Yang bawa kereta bayi, bisa di naikkan ke Kereta Taring, asal masih muat (kadang ada banyak yang bawa kereta bayi).

Boleh bawa makan minuman dari luar.

Kantin di dalam GL Zoo juga ada banyak, harga terjangkau.

Di beberapa tempat, tersedia kran air siap minum.

Kalau beruntung, bisa ketemu gajah lagi excercise di jalanan, atau keeper nya lagi kasih makan satwanya.

Usahakan bawa air minum yang cukup.

Untuk lansia, disarankan pakai kursi roda, atau berkeliling dengan kereta Taring agar tidak kelelahan.

Sayang tidak ketemu Zebra dan Jerapah ?Ù÷¢

Masih tahap renovasi sebagian kandang nya.

Petugasnya ramah ‰?•ü",POSITIF
Sangat cocok untuk wisata keluarga,POSITIF
lacu dulu dong ?Ù÷â,POSITIF
Setiap sebulan menyempatkan utk dtng ke pantai depok. Menikmati view pantai depok n makanan seafoodnya,POSITIF
Tempat yang seru untuk liburan bersama keluarga ataupun dengan teman-teman,POSITIF
"Pantai dekat dengan pasar ikan. Sebelum main ombak kita bisa pilih ikan dulu. Cari tempat masak dan tempat makan dekat pantai. Sambil menunggu masakan matang, kita bisa main ombak. Setelah lapar bisa langsung makan. Nikmat?Ù÷",POSITIF
"Harga tiket 50k, cuma boleh ke pelatarannya aja, ada 4 lokasi candi, keliling jalan kaki lumayan banget",POSITIF
"tempatnya baguss bangett buat foto-foto, waktu kesini sepi bangett karna masih pagi",POSITIF
"Sudah banyak perkembangan untuk kebersihan dan kerapian. Sayangnya koleksi satwa masih kurang banyak.
Not bad buat ajak jalan2 anak.",POSITIF
Kamar bilas ga ada airnya,NEGATIF
"Harga tiket masuk 50rb, terusan dengan borobudur 75rb. Didalamnya ada juga mini kebun binatang, ada kasuari, rusa, merak, dan kambing.",POSITIF
"Bagus, ada store UNIQLO yang satu-satunya di Jogja, dan yang paling keren ada store resmi The North Face bagi yang paham hehehe",POSITIF
"Gembira Loka Zoo, Buka dengan Pelaksanaan Prokes, dan Aplikasi Peduli Lindungi..untuk saat ini (16 Oktober 21)beberapa wahana bermain belum dibuka..Namun kendaran transport di dalam kebun binatang tetap beroperasi(bis/kereta, kapal, speed boat)",POSITIF
Keajaiban 7 dunia yang harus di jaga dan di lestarikan oleh anak anak bangsa,NEGATIF
"Tempatnya gak terawat, kotor dan bauk",NEGATIF
"Harga tiket standart, tempat bersih, tapi sayang jam 6 sore sudah tutup......",POSITIF
"Pantai yg terkenal dg pasar seafoodnya. Harga yg terjangkau utk masakannya di warung2 pinggir pantai. Di pantai bs sewa tikar, payung, atv, atau foto berbayar. Pantai yg menyenangkan utk piknik",POSITIF
"Salah satu wisata terbaik di yogyakarta
Cobain sebelum ada cobaan hidup",POSITIF
Pengunjung Merasa tidak nyaman karena tas digledah dan makanan minuman disita.,NEGATIF
Kenpa harus,NEGATIF
"Berbeda dengan pantai lainnya di Yogyakarta. Alasan utama datang ke pantai Depok adalah karena banyaknya tempat makan dengan berbagai macam menu masakan seafood.

Tentu saja semua pantai memiliki keindahannya masing-masing, begitu juga dengan pantai Depok ini. Selain ombak yang menghantam pasir pantai, berderet banyak perahu dan sampan nelayan yang bersandar di sepanjang pantainya.

Terletak di selatan Jogja, di kabupaten Bantul tepatnya. Pantai ini dapat dikunjungi belok kanan tepat sebelum gerbang masuk ke Pantai Parangtritis Jogja. Areanya berdekatan dengan laboratorium gumuk pasir.

Selebihnya, pantai Depok diilustrasikan apik dengan tugu patung nelayan diatas perahunya, sebuah monumen yang sangat mewakili lokasi ini.",POSITIF
"Pas kesini kabut, viewnya jadi bagus",POSITIF
"candi nya bagus dan keren,banyak turist juga yang datang karna penasaran sama seperti aku,recomended banget buat kalian yang sudah ke jogja untuk dateng kesini....",POSITIF
"Pantai yang cukup familiar bagi warga lokal ( Bantul). Tempat favorit warga terdekat untuk menikmati pagi, yang kabarnya udara pagi sangat cocok untuk terapi masalah pernapasan, hal inilah yang membuat warga lokal/ sekitar berbondong bondong berkunjung ke pantai di pagi hari. Bahkan mereka boleh dibilang sering rutin, hingga setiap Minggu pagi. Fenomena ini sudah berlangsung sejak puluhan tahun (20 tahun yang lalu). Hingga saat inipun warga setempat masih suka berkunjung, meskipun mereka tidak berlama-lama, hanya rerata 1 hingga 2 jam saja, atau sekitar pada pukul 6-8 pagi. Disamping untuk berwisata, pantai Depok juga dikenal dengan wisata kuliner nya, beragam olahan makanan laut, yang di hasilkan dari para nelayan setempat. Banyak warung makan yang melayani masak ikan yang bisa dibeli di pasar ikan yang ada di satu lokasi dengan pantai ini. Dengan aktivitas tersebut, maka pantai riuh akan penjual ikan, warung makan dan nelayan. Tak ayal disepanjang pantai banyak ditambatkan perahu-perahu kecil bermesin milik nelayan. Di pagi hari wisatawan juga terhibur oleh aktivitas nelayan dalam melaut (memulai pekerjaan nya), kapal-kapal bermotor mereka melanjutkan ke arah selatan membelah ombak yang dominan besar. Di pantai Depok ini juga banyak penjual makanan pagi, ada sate ayam, bubur, jajanan, nasi, bahkan ada yang jual sayuran. Gak takut lapar deh. Banyak juga penjual minuman, kita bisa memesan teh hangat, aneka kopi saset dengan harga yang terjangkau dan tidak khawatir kemahalan. Teh 3 ribu, kopi 4 ribu, bubur ayam 7 ribu",POSITIF
Dengan tiket segitu.. harusnya dikasih lif.. jadi gausah capek2 naik tangga..,NEGATIF
Halan halan tempat bersejarah,POSITIF
Pantai kotor karena banyaknya sampah di bibir pantai. Penataan untuk wisatawan yang jalan kaki masih kurang karena masih terdapat jalannan yang rusak jika hujan jadi becek. Ketersediaan oleh2 juga masih kurang memadai.,NEGATIF
"worth it tiket harga 40ribu (dewasa) dengan lingkungan bangunan bersejarah Hindu yang indah banget! ingin belajar mengenai sejarah Hindu di Indonesia?harus visit Candi Prambanan!!  ada museum gratis masuk, candi2 megah maupun kecil nan elok, wahana permainan buat anak2, resto, tempat ibadah, toilet dll pokoknya memadai. Suasana panas di lingkungan candi2 sebaiknya prepare payung ya atau pakai sunblock sebelumnya. tapi di sekitar candi sejuk banyak pohon2 rindang. Ada paket Candi Prambanan-Borbudur atau Prambanan-RatuBoko yang lebih murah si kalau mau dua2nya. Pakai pakaian yang nyaman soalnya lingkungan kompleks candi luas banget. Tingkatkan saja pengelolaannya.",POSITIF
"Jerapah, zebra lagi ga ada.
Harga tiket week end 75rb, bebas naik kereta keliling sama kapal sepuasnya.",POSITIF
Tempatnya sekarang kotor banget. Banyak sampah di mana2.,NEGATIF
Kotor,NEGATIF
"Indah Banget tempatnya, sudah berkali kali kesini tapi tidak pernah bosen, semakin hari semakin bebenah.  ada pelataran breksi dengan gaya batu di gurun pasir dan kolam  yang semakin dipercantik dan lebih luas. Parkiran juga semakin rapi dan bisa memilih dekat SPOT yang ingin kita datangi dan bisa berpindah pindah parkiran setelah satu spot ke spot selanjutnya tanpa harus jalan kaki  seperti saat parkirannya hanya di satu lokasi. .Akses pengamanan jalan menuju dan turun dari Tebing Breksi juga di pandu oleh team di tiap tanjakan dan tikungan. sehingga aman dari papasan dengan Bus dan atau kendaraan lain di jalan menanjak tikungan. Overall MANTAABZ Recommended.",POSITIF
"Bad menu di restonya, harga tidak sesuai rasa (mahal). Makanannya not recommended. sama staf yang jaga kurang ramah. #sorry",NEGATIF
Recommended banget ini tempatnya buat Selfi bareng teman dan keluarga,POSITIF
"Candi Prambanan berada di Jl. Raya Yogyakarta - Solo. Sekitar 30 menit dari pusat kota Yogyakarta. Biaya masuk candi Prambanan yaitu 50rb/orang. Selama pamdemi ini, candi prambanan menerapkan sistem protokol yang disiplin. Candi Prambanan memang selalu menarik untuk dikunjungi, dari segi sejarahnya, bentuk bangunannya, pemandangannya, dan masih banyak hal menarik lainnya. Fasilitas lengkap, seperti mushola, kamar mandi, dan parkiran luas. Area candi pun selalu bersih.",POSITIF
Salah satu destinasi wisata di Bantul,POSITIF
akses warga sekitar  tak seperti dulu lagi,NEGATIF
Pantainya bagus sayang pas kesana ombaknya lg besar jd anak2 ga bisa berenang tp terobati dengan makan lesehan yang mantep enaknya.,POSITIF
